1991,TRHQNWI128F426FB47,Art Tatum,The Man I Love
1994,TRVMNQC128F1466A0D,Dream Warriors,I Wouldn't Wanna Be Ya (Medley)
1994,TRVKBAC128F14991BF,Eric Marienthal,Forces Of Nature
1993,TRGXTYE128F92E4D23,Threshold,Paradox
1993,TRPZWFT128F42372C8,Black Moon,Powaful Impak! (LP Version)
1970,TRGYKZI128F9309A38,David Porter,I Only Have Eyes For You
2001,TRKTZXP128E0786BB5,Garbage,Androgyny
2003,TRVBMSM128F14858D4,Mickey 3D,Beauseigne
2001,TRAHJCI128F14617ED,Thumb,Confidence
2002,TRATTFC128F93439F1,Trick Pony,Nobody Ever Died Of A Broken Heart (Album Version)
2002,TRRBEXO128F42552D4,The Plasmatics,Lies
2001,TRMSYDB128F428C96E,The Mad Capsule Markets,Bit Crusherrrr
2006,TRVMEJJ128F1485957,Lucero,Quiéreme Tal Como Soy
1996,TRQBLGR128F92DFBB1,West_ Bruce & Laing,Backfire
1985,TREUNEU128F9366CA4,Kalle Baah,Trendens makt
1998,TRWLJXQ128F42752E4,Eugenio Finardi,O Figure Indiane
1996,TRSLTPR128F425F57F,David Arkenstone,Two Hearts
2003,TRWSZHA128F428CFD1,Georgie Fame,How Blue
1975,TRAUUDH12903CF9010,Tommy Bolin,Lotus
1994,TRCAZWP128F92FE040,Freedy Johnston,Dolores (LP Version)
2001,TRPWICA128F932305E,Azeem,Algebra Wind
1961,TRWCWXU12903CD9321,Ben E. King,Stand by Me
1998,TRVSAQR128F1463E57,Celtic Spirit,Celtic Spirit Medley::
1998,TRVCTWY128F4238A46,Jacques Higelin,Une Tranche De Vie
2005,TRWZIKI12903CBB350,Galerie Schallschutz,Neural Tunnelling
1996,TRFBOBK128F429BB75,Mekon,123 (One Two Three)
1994,TRUZLSO128F425BCB4,Peace Love & Pitbulls,Good Morning
1991,TRGGPTD128F426419F,Ozzy Osbourne,Road To Nowhere
2006,TRDVELX128F42B17DC,Grey Daturas,Ghosts of the Eastern Block
1995,TROVITN128F1466755,Jacky Terrasson,I Fall In Love Too Easily
1970,TRPGHBW128F9308FFB,Black Sabbath,Black Sabbath
1939,TRLOGRC128F427E0D2,Louis Armstrong,Jeepers Creepers
1985,TRXOCZT128F934AB1D,Slayer,Crypts of Eternity
1980,TRNRIIF12903CFF21E,Skiantos,X agosto
2006,TRNSOOT128F92EE551,Oldelaf et Monsieur D,Avant
2004,TRJQMHU128F42B50B2,Redman / DJ Kool,Let's Get Dirty (I Can't Get In Da Club)
1998,TRQOHVQ128F426B2F2,Dixie Chicks,Am I The Only One (Who's Ever Felt This Way)
2000,TRAKFIN12903CBF738,The Upsetters,Heart & Soul
2005,TRMANWS128F4262D89,M83,*
2001,TROUOWI128F42A218F,Aterciopelados,La Misma Tijera
2002,TRHIYJL128F92EC11C,Berlin,Sacred And Profane (Alternative)
1986,TRYYMZD12903D08183,Violent Femmes,No Killing
1999,TRABWLA128F935A35B,Åge Aleksandersen,Din Dag
1982,TRUWKTB128F42154B1,Los Suaves,Siempre Igual
1986,TRTAWIQ128F4255173,Lowlife,Permanent Sleep
1983,TRHQDGX128F147C386,The Rain Parade,What's She Done To Your Mind (Album Version)
2001,TRDJARF128F4228DA0,Ralph Towner,Raffish
2003,TRLBWWR128F92EF8DB,Millenia Nova,I´m Away
1989,TRUSVJD128F42948DD,Luca Carboni,Persone Silenziose
1990,TRMYQUH128F92F913A,Psyche,Screamin' Machine
1994,TRNPSFV128E078F456,Live,All Over You
2003,TRYJNWI128F930C99D,Jeff Wahl,Guinevere
1968,TRGZEBG128F4299924,The Jazz Crusaders,Tough Talk (Live) (2004 Digital Remaster)
1988,TRFKWBH128F4262C12,Kenny Loggins,I'm Gonna Miss You
2003,TREJJLL128F1462E03,Yellowcard,Only One
1992,TRIHNGB128F426B04F,Bruce Springsteen,Human Touch
1996,TRZZFJR128E07930AE,Sting,Twenty Five To Midnight
1978,TRJTZKM128F428B6FF,Rachel Sweet,Cuckoo Clock
2004,TRRETZU128F92EBD8F,Dio,Death By Love
1984,TRFBPHM128F1480140,The Pretenders,Middle Of The Road
1996,TRPZHSL128F93118E2,The Stanley Brothers,The White Dove
1995,TRRHVAS128E0793FE0,Sonny & Cher,United We Stand
1991,TRTXUTR12903D06F49,Tattoo Rodeo,Down
1998,TRVKHBY12903CF0FF9,Roy Montgomery,Ill At Home
1997,TRLQCCD128F148CBB8,EPMD,Intro
2000,TRVXYCJ12903CE4942,Scott H. Biram,Nola's Greens
1996,TRYNHBX128F4227F26,Soulwax,Caramel (Dairy Air Mix)
1986,TRIKIWU128F14861B4,Force M.D.'s,Uh Oh! (LP Version)
1998,TRPZYIK128F9336ADD,Lloyd Parks,Ordinary Man
2002,TRHPRVL128F147940E,3-2 Get Funky,Boricuas Anthem
2009,TREDWQJ12903D027B2,Ethel Smith,Ethel's Birthday Party
1997,TRIDTND128F92DCFCB,Anggun,Ceria
1988,TRIEFBV128F934B53E,Iggy & The Stooges,Wet My Bed
1975,TRXLUUB128F4292DB7,The Souther-Hillman-Furay Band,Somebody Must Be Wrong (LP Version)
1996,TRJPNHB128E079615F,Chris Rea,Le Mans
2002,TRURZGW128F425C869,On Trial,That's Right
2003,TRKRJGF128F423B10C,Sascha Funke,Bravo
1991,TRBMWBM128F4242083,John Wesley Harding,Long Dead Gone (Album Version)
1974,TROJRMB128E078CED0,Charles Mingus,The Call   (LP Version)
1970,TRDGUKH128F4262E44,Lindisfarne,Nothing But The Marvellous Is Beautiful (2003 Digital Remaster)
1999,TRAUYGQ128F9302F2A,YoungBloodZ,Pop_ Pop_ Pop/Cuttin' Tonight Interlude
1994,TRCBFHC128F14ADF87,Steven Curtis Chapman,Facts Are Facts (Heaven In The Real World Album Version)
1999,TRJAMIG128F4296FEB,The Blow Monkeys,Rub-a-dub Shanka
1997,TRRJENT128E07819D8,Bentley Rhythm Ace,Why Is A Frog Too?
1991,TRDBFQM128E079298B,Guns N' Roses,Garden Of Eden
2004,TRYIQZN128F4286513,Leftover Crack,Life Is Pain
2007,TRKTRSQ12903D0814B,Paquito D'Rivera,Pere
1993,TRQPLWY128F1464F3B,Miranda Sex Garden,Inferno
1997,TRQGQST128F9308F41,Derrick Morgan,Send Me Some Loving
2002,TRPEFFN128F933A30E,Quantic,Brand New Watusi Feat. Eq
1974,TRONFPY128F148C4D2,The New York Dolls,Puss 'N' Boots
1931,TRZDQIY128F93454C2,Skip James,Cypress Grove Blues
1988,TRUEKLZ12903CB520B,Vernon Dalhart,The Runaway Train
1997,TRFKKLS128F9302F7D,311,Tune In
2003,TRZTIBB128F92E0228,Rasco,All I Wanna Be
2007,TRKRDHD128F92EF62B,Cobra Skulls,Cobra Skulls Lockdown
2004,TRWLPWP12903CEB978,Nick Straker,A Little Bit of Jazz
1971,TRJEAKO128F42764F2,Osanna,Vado Verso Una Meta
1994,TREMHBG128F4215220,Pastora Soler,La Niña De Puerta Oscura
1998,TRYLGGL128E078E74B,New Radicals,Mother We Just Can't Get Enough
1999,TRNLBHN128F4235B6B,Insane Clown Posse,I Want My Shit
1997,TRRUBKA128F92E4CD8,Threshold,Mansion (Bonustrack)
2004,TRLROEV128F92F1826,J-Kwon,Tipsy
2003,TRGYDOD128F427C61C,Bette Midler (Duet with Linda Ronstadt),Sisters
1999,TRHAVFY128F424C1A5,Scritti Politti,Dead Certainty
1988,TRPQBIF128F4234154,CLUB NOUVEAU,Dancin' To Be Free (Album Version)
1998,TRVLBAR128F92DE37C,Infernal Majesty,The Hunted
1986,TRSADVF128F9314654,Bruce Hornsby and the Range,The River Runs Low
1981,TRLEFYP128F145AC15,Kool & The Gang,No Show
1994,TRZMFYF12903CC0A3A,King's X,Complain (LP Version)
2003,TRIIEFS128F4290393,The Electric Soft Parade,Lights Out
2004,TRMTPVG128E0783AC5,Obie Bermudez,Chapulín
1995,TRJDWLC128F9332B63,Lys Assia,O mein Papa
2003,TRDDJLX128F9315986,Penal Colony,Scion
1969,TRJVXIA128F423C11B,Clarence Carter,Instant Reaction (LP Version)
1992,TRJSCWY128F426E8F8,Shel Silverstein,For Sale
2005,TRFAYLH128F92DC655,Dave Joy,Fourth Joyride
1946,TROFQGR12903C94E69,Wynonie Harris,Here Comes The Blues
1970,TRDJGNJ128F4276262,Otis Redding,Wholesale Love
1989,TRFRVUZ128F932374E,Malfunkshun,My Only Fan
2009,TRTIZQO128F935A917,Comfort Fit,Peter Pan
1994,TRELMKG128F423EAFB,Kristin Hersh,The Cuckoo
1994,TREJCTW128F42932CF,Clint Black,One Emotion
1979,TRHEUUW128F92F74AB,Jon & Vangelis,Curious Electric
1975,TRRWJDI128F4292DB0,The Souther-Hillman-Furay Band,Mexico (LP Version)
1996,TRQISSQ128F1499C3B,Larry Carlton,Pammie Dear
1976,TRQJHJX128F426FED2,Jaco Pastorius,6/4 Jam
1963,TRADGEI128F9347D73,The Doc Watson Family,The Old Man Below
1998,TRUEKKQ128F426765B,The Lapse,Excessive Exposure
1963,TREDMSH128E0790C6E,Wilson Pickett,I'm Gonna Love You
1991,TRUBOUV128F9340D3A,Color Me Badd,Roll The Dice  (Album Version)
2002,TRMPODL128F4228DE1,Gus Gus,Call of the Wild
2000,TRAHUPT128F4278C9F,Billy Ray Cyrus,We The People
1994,TRMZWUC128F425D072,Spacetime Continuum,Ping Pong
1963,TRBOVOS12903CE4DFE,Billy J Kramer & The Dakotas,I'll Keep You Satisfied
2005,TRNBVLL128F428B763,Bettye Lavette,Sleep To Dream
2003,TRMIIJB128F1464999,Susheela Raman,Amba
1999,TRVNRWA128F92F8CF6,Aghast View,Payoff (Funker Vogt Remix)
2001,TRNUDHG12903CAF56B,Avenged Sevenfold,To End The Rapture
1989,TRMQVCG128F93140A5,Elio E Le Storie Tese,Cassonetto Differenziato Per Il Frutto Del Peccato
1996,TRGWPUM128F426BA2D,Jorge Drexler,Tú (Album Version)
1958,TRQTOOB12903D01549,Mahalia Jackson,Jesus Met the Woman At the Well
2003,TRGDKHQ128F42731E1,Bill Laswell,Lo-Tek
2002,TRUCHTV128F149530B,Robbie Robertson,Sacrifice (24-Bit Digitally Remastered 02)
1997,TRXTQCN128F146C5FE,Grey Area,Dear God (Album Version)
1979,TROSTMX128F42985F4,THE TOM ROBINSON BAND,Crossing Over The Road
2003,TRKIUTH128F148B101,Jonny Lang,Livin' For The City
2003,TRZJSLJ12903CAFCB7,Spunk,Akershus (Demon Dub)
1983,TRNVVJA128F422F7FC,Jan Garbarek_ Bill Frisell_ Eberhard Weber_ Michael DiPasqua,Wayfarer
2005,TRBJBCV128F42576F6,Slim Cessna's Auto Club,This Is How We Do Things In The Country
1998,TRITPRZ128E078AB86,Project Pitchfork,Orange Moon
2000,TREGUMB128F4273C6A,Hooverphonic,Autoharp
2001,TRCNSAB128F92E6CF2,Hangedup,Bring Yr Scuba Gear
2000,TRKFVPY128F9320E75,Keimzeit,Zukunft
1998,TRJRVUO128F4270BD3,Tierney Sutton,You're Nearer
2007,TRVRNIN128F428729C,Thursday,Signals Over The Air [Live At The Starland Ballroom] (Album Version)
1972,TRNHDTD128F145B817,Brinsley Schwarz,Nervous On The Road (But Can't Stay At Home)
2008,TRATYIV128F92F4F19,Lee Ritenour / Dave Grusin,Tango en Parque Central
1970,TREMRGW128F92FA88E,Cat Stevens,Miles From Nowhere
2000,TRGJTVR128F424BA57,Johnny Kidd & The Pirates,Weep No More My Baby
1970,TRBBPXS128F4255575,Wilson Pickett,Days Go By (LP Version)
1994,TRZKWOV12903CA5C0B,Black Uhuru,Time Material & Space (LP Version)
1999,TRDIBDC128F92FFD63,Her Space Holiday,Homecoming
1996,TRBYMXP128F425A348,Clannad,Seanchas
1987,TRRNTUF128F4294955,Sort Sol,Blood On The Saddle
1998,TRRYACZ128F145C3F7,Ghoti Hook,The Invisible Man
1970,TRMDWVK128E0791B71,Fotheringay,The Pond And The Stream
1983,TRHGYDY128F1456ECF,Lords Of The New Church,Dance With Me
2004,TRSKQDK128F4242F4F,Alex Ubago,Por tantas cosas
2001,TRFATXF12903CB1633,Alkaline Trio,Private Eye
1999,TRSQNIX12903CAF945,Super Collider,Cut The Phone
2008,TRNWRAR128F42920EE,Charles De Goal,Régularisez-moi
2002,TRKQPXG128F934B1E7,Cannibal Corpse,Grotesque
1996,TRGONTC128F147BF0F,Norma Waterson,Outside The Wall (Album Version)
1994,TRBGUMW12903CB11E9,Stoa,Urizen
1978,TRRFELV128F42985EB,THE TOM ROBINSON BAND,I'm Alright Jack
1992,TRIEHBF128F92EBE39,Art Pepper,You Go To My Head
1988,TRVFQKE128E0782549,Steve Winwood,One More Morning
1992,TRONXQF128F42343D2,Failure,Pro-Catastrophe
1997,TREAPQC128F42647E9,The Flying Burrito Brothers,Dance_ Dance_ Dance
1987,TRTNJOB128F14689C4,Dr. Hook,I Couldn't Believe
1995,TRVNUEI128F92FB21F,Gene Kelly,Singing in the Rain
1978,TRYXSKI128F92E9C18,Mass Production,Slow Bump
1994,TRAFVIJ128F428236F,Lester Flatt;Earl Scruggs,Go Home
2002,TRMBOLT128F428FA59,Discount,My Mileau
2003,TRJXTMT12903D0B9FB,BB Jürgen,Immer gut gelaunt
2000,TREBKGW128F931DE43,La Ley,Paraíso
2001,TRMGEXM128E0795637,DUNCAN SHEIK,This Is How My Heart Heard
1982,TRUXYTV128F14669B5,Hot Chocolate,You'll Never Be So Wrong
1993,TRYRFWB128F428F43D,His Name Is Alive,Sick
2005,TRJUCAV128F93312D0,Made In Sweden,Ramses the 3rd (Live from Gyllene Cirkeln)
1991,TRVOKAR128F42B8597,Sarah McLachlan,The Path Of Thorns (Terms)
1997,TRNGVUJ128F426600F,Aquasky,Plane Invaders
2002,TRCIQWU128F4256B15,Velcra,Shine For Me
2001,TRVJQCQ128F4218B72,Xiii. Stoleti,Hvezdy chteji patrit tobe
2003,TRQSTPZ128F423B106,Ellen Allien,Alles Sehen (Miss Kittin Remix)
2003,TRKPWGZ128F4214F51,Slowride,Smoke Cigarettes
1967,TRAOZUH128F92E0C3B,Alton Ellis,Ain't That Loving You
1996,TRHIQPE128F92CCF20,Pluto,When She Was Happy
1998,TRVNCMD128F422284A,Five Fingers of Funk,One In A Million (Feat. Jaff Baxter from Jive Talkin' Robots)
1962,TRPORST12903CA2100,Jerry Butler,For Your Precious Love
2009,TRTCZJB12903CBA922,Esmée Denters,Admit It
1990,TRQMTZY128F42A2F92,Bob Neuwirth,Biggest Bordertown
1981,TRJZAEF128F9354B38,Lustans Lakejer,En nöjenas natt (på dina drömmars ö)
1991,TRQDUXB128F42279D6,The Neon Judgement,This Strange Effect
1995,TRTMZDE128F4257FCB,Lenny White,Thick
1984,TREQGGD128F9301F6E,Stéphane Grappelli/Martin Taylor/Marc Fosset/Patrice Caratini/Allan Ganley/Chris Karan,Just one of those things
1997,TRAYQUH128F422FC56,The Klezmatics,An Undoing World
1998,TRRFQSU128F42982E7,Spice Girls,We Are Family (Live)
1987,TRSQHAE128F93104B6,Working Week,Strut
1997,TRHYLZA128F422F0D2,Hatebreed,Worlds Apart (Album Version)
1996,TRMQPHG12903CDD01E,Carcass,Ever Increasing Circles
2001,TRCLNHB128F429A274,Vanessa Paradis,This Will Be Our Year
1988,TRVRFBO128F145A8E5,Kingdom Come,Loving You
2003,TRKJTKK128F9332D19,Syke 'n' Sugarstarr,Release Your Mind
1990,TREYPBO128F424BAA3,Johnny Kidd & The Pirates,It's Got To Be You
2002,TRBTUMF128F4258E1D,Toru Takemitsu,Hell's Picture Scroll
2003,TRDSSXH128E07894D0,Single Bullet Theory,Imperfect Fit
2002,TRWKMTG12903CD95F6,Bob Baldwin,State Of Mind
1996,TRUKJTI128F14957B2,Jimmy Buffett,False Echoes (Havana 1921)
1989,TRIXDJJ128F423768F,Big Drill Car,Brody
1996,TRCHANR128F4250A3E,Catherine Wheel,Backwards Guitar
2009,TRDHPRZ128F9326982,Priscilla Renea,Dollhouse
1995,TRPEBTH128F9327C4D,R. Kelly,Intro - The Sermon
1997,TRCMJOT128F931EDB7,After 7,Baby I'm For Real (Natural High)
2003,TRVFHOJ128F4281A2A,Eastern Lane,21
1957,TRWTSUE128E078D101,Jimmy Giuffre,That's the Way It Is (LP Version)
2000,TRHHORN128F42A31E2,Moltheni,Magnete
1984,TRBMEPG128E078C9C2,Siniestro Total,Si Yo Canto (My Whole World Is Falling Down)
1991,TRTSYNP128F4238427,The Dylans,Godlike
1989,TRJEAEH12903CC0E20,Joe Satriani,Flying In A Blue Dream
1992,TRPXFVQ128EF362D2E,The Pharcyde,Ya Mama
1997,TROFFUK128F147BF30,John Cale,Movement 2 [from Kiss] (Album Version)
2001,TRYUAIY12903CF8534,Beber & Tamra,Travelling On
1991,TRWBPMB128F9302253,Chad Wackerman,Schemes
1998,TRWRRCU12903CE2D6C,Cyril Pahinui_ Bob Brozman,Hawaiian Cowboy
1966,TRCNTOL12903CC499E,Otis Redding,634-5789 ( LP Version )
1996,TROKDAC128F9341488,Maireid Sullivan,Connamara Cradle Song
1996,TRIGSYO128F424888B,Terry Riley,Island Of Never Anger
1993,TRZUPUC128F4265A30,Patti Scialfa,Charm Light
1996,TRZEEJH128F92D81B4,Wolfsheim,Old Man's Valley
1995,TRXXHNZ128F92CD596,T.Rex,Rollin' Stone
1978,TRJODDU12903CBCC06,Smokie,Mexican Girl
1970,TRMBIJO128F1457F28,Jay & The Americans,Johnny B. Goode
2009,TRFOASC128F931F53A,Kristinia DeBarge,Goodbye
1991,TRJCMJY128F145B004,Huey Lewis And The News,Do You Love Me_ Or What?
1963,TRSPGEU128F149A1A0,John Coltrane Quartet,You Don't Know What Love Is
1973,TRPXTES12903D074D4,Robin Trower,Sinner's Song
2001,TRCYANL12903CAC4DF,David Cassidy,How Can I Be Sure
1977,TRZTFBR128F92F7ED3,Dick Gaughan,The Spey In Spate / The Hurricane
1996,TREITDV128F1469894,Daddy Nuttea,Who Dem A Try Fi Test
2008,TRFERSU128F4267FD6,Ashford & Simpson,One More Try (12" Disco Mix)
1978,TRZVEFH128F93450CE,Grobschnitt,Solar Music III
1989,TRXTTMF128F4248C13,Nasty Savage,Horizertical
1972,TRGFYNT128F92F6A1D,The Slickers,Johnny Too Bad
2001,TRVPWQT128F42A3633,Alcazar,Paradise
2001,TRFAATE12903CBBBED,Headman,Touch Me
1972,TRTGGCA128F92D132C,Syl Johnson,Music To My Ears
1996,TRGFQQL12903D072AE,Orange 9mm,Tragic (LP Version)
1998,TRJYBVF128C71965F0,Puressence,Sharpen Up The Knives
1999,TRTYRTM128F1456C3E,Shaggy / Prince Mydas,Hope
1993,TRSYUZS128F427A17A,Vilma Palma e Vampiros,Verano traidor
1978,TRNGZRS128F42702A0,Loudon Wainwright III,Mr. Guilty
2006,TRJIMUX128F424F550,Michael Kiske,Sing My Song
2001,TROHRII12903CD88E1,Blind Willie McTell,Statesboro' Blues
2008,TRYSCEA128F423A61C,Windsor For The Derby,Robin Robinette
1989,TRHVVJL128EF34324A,Charles Mingus,Don't Let It Happen Here
1997,TRMWSZI128F4262AFC,Orquesta America,Flauta Magica
1977,TRYSBOQ128F933ED38,Pete Townshend & Ronnie Lane,Catmelody
2001,TRBIZOW128F92C7E57,Inland Knights,get it over (Inland Knights)
1970,TRWCVYD128F92CACA4,Maceo And All The King's Men,Southwick - Original
2000,TRYPLIH128F92D09C8,Radian,Spektr
1998,TRJKMDP128EF343EAB,Ysa Ferrer,Sur La Balance
1991,TRZIHET128F933EA19,Popol Vuh,Little Bazaari
1993,TRNTHYE128F9326876,Born Against,Well Fed Fuck
1992,TRSBJJD128F4275AA4,Maggie Reilly,Echoes
1956,TRIKERL128EF3405A8,Charles Mingus,Pithecanthropus Erectus
2002,TRFWZTL128F92FF2F7,Milky Wimpshake,Do What I Have To
1997,TRYEMFF128F932367B,Montefiori Cocktail,Gne Gne
2000,TRMLAHB128F931DF3A,Grand Theft Audio,Wake Up
2003,TRNDAGA128F934DB23,Freezepop,Tracy Gold (ESH Mix)
1998,TRVDKKA128F9310E80,Mudhoney,A Thousand Forms Of Mind (Album Version)
2003,TRNOVLF128F425BCF5,The Honor System,Hz
1994,TRPGRNX128F42275BB,Hello Sailor,Black Dreams
2001,TRHREBH128F427E84D,B21,Kuriya Punjab Diya (Pa Mix)
2009,TRXFDON12903CFE163,Chymera,Caprica Burning
1971,TRQOWSJ128F427F0AE,Carole King,So Far Away
2004,TROKAGO128F42835E4,Slaï,Sensitive
2002,TRSPJKE12903CB6F3A,Maynard Ferguson,More West
1971,TRZSDTE128F93285A3,The Bar-Kays,Montego Bay
2006,TRBHEUC128F932E506,Mark Kozelek,Tiny Cities
1961,TRHSYSB128F429FB55,Hank Thompson,I Gotta Have My Baby Back
1994,TRPKKMC128F9328F5A,Fatback,Burn Baby Burn
1987,TRKJZGH12903CEDDB9,For Against,Forget Who You Are
2003,TRVRIOV128F1491D18,I Love You But I've Chosen Darkness,I Want To Die In The Hot Summer
1998,TRUAJZB12903D00C34,Courtney Melody,How Long
1998,TRXWJMW128F92F5DE8,George Michael,Killer / Papa Was A Rollin' Stone
2000,TRYZVGY128F428E929,Scariot,Sister
2001,TREPSEW128F4256B09,Pee Wee King,Hog Wild Too
1981,TRMFLAC128F932A5B1,The Human League,The Sound Of The Crowd
1994,TRRVWMA128F423D0CD,Archers Of Loaf,Freezing Point
1997,TRXHMBC12903CE5837,Electric Universe,Luna Overdrive
1970,TRCXUOX128F92C78C2,Symarip,Skinhead Girl
1995,TRTYUTI128F42339EC,Bracket,Talk Show
2000,TRXHSAA128F4289511,Al Hirt,If You Go Away ("Ne Me Quitte Pas")
2004,TRTYALA12903CCC015,Marduk,Seven Angels_ Seven Trumpets
1998,TRMRJCC128F147B4BD,Golden Smog,If I Only Had A Car
1983,TRZBKFF128F42464BE,Bechet Spanier Big Four,China Boy
2009,TRPHCIN128F92F7FA2,Andrew Bird,The Nightshade Gets In It
1999,TRIKCWM128F427E4BA,Trace Decay,Nostoi
2006,TRTBCKZ128F4277EAC,Akissforjersey,Real Men Will Be Found With Their Face Flat On The Ground
1992,TRIOGHM128F149856E,Arturo Sandoval,Cherokee
1982,TRWIAYS128F93316E3,John Denver,Perhaps Love
1974,TRRGMRX128E078F9D2,Jackson 5,If I Don't Love You This Way
2002,TRCVIZH128F42666E6,Jorma Kaukonen,Waiting For A Train
2000,TRQDIUU128F92F6202,Haggard,Chapter III: Awaking The Centuries
1999,TRFOLPQ128E078B132,Adam Sandler,Welcome My Son (Album Version)
2006,TRHGTJT128F933ABFB,Eminem,Shady Narcotics
1957,TRHNYQK128F93138A6,Elmore James,It Hurts Me Too
2003,TROIJJV128F92F44E8,Fefe Dobson,Give It Up
1992,TRVUYBV128F424BDCE,The Beat Daddys,I'll Always Love You
1999,TRFZQNM128F4264C76,Montgomery Gentry,Trying To Survive
2002,TRRHIPZ12903CC1BB1,Dark Soho,Noise 6
1991,TRFDBKB128F1490590,Baaba Maal,Samba
2001,TRMAZXH128F931BDEB,Built To Spill,Fly Around My Pretty Little Miss (Album Version)
1978,TRSNJFZ12903CB03C4,Happy The Man,Steaming Pipes
1999,TRGHTNR128F423509A,Daylight Torn,Fallen Christ
1998,TRDMJQX128F428B96B,Red Aunts,Cookin'_ Cleanin' and Cryin'
1987,TRZFXJE128F92EC938,Django Reinhardt,Djangology
1997,TRKCDGY128F14A1427,DISMEMBER,Silent are the watchers
1995,TREFUJY12903CE0D81,Manta Ray,With love and squalor
1996,TRYJMGL128F42553FA,MC Lyte,Zodiac (Explicit LP Version)
2006,TRFVWVS128F9302F0B,Juicebox,Heart & Soul
2008,TRCWARR128F4228BB3,Hot Chip,Ready For The Floor (Hot Chip V.I.P. Mix)
1999,TRIEUAA128F92EFE63,Cyndi Lauper,Disco Inferno (Soul Solution Drumapella)
